stabbrev	provnum	provname	cases_adj_524	deaths_adj_524	cases_underreport	deaths_underreport	fed_data_524	fed_qa_524	fed_cases_res_524	fed_deaths_res_524	state_deaths_res_524	state_cases_res_524
"FL"	"105915"	"SOLARIS HEALTHCARE DAYTONA"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105917"	"CONSULATE HEALTH CARE OF JACKSONVILLE"		0		0	"N"	""	0	0	0	
"FL"	"105919"	"WESTMINSTER COMMUNITIES OF BRADENTON WESTMINSTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105921"	"GARDENS COURT"		0		0	"Y"	"Y"	2	0	0	
"FL"	"105924"	"BLOUNTSTOWN HEALTH AND REHABILITATION CENTER"		2		1	"Y"	"Y"	11	1	2	
"FL"	"105926"	"WESTMINSTER SUNCOAST"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105927"	"BROOKDALE ATRIUM WAY 2"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105928"	"LIFE CARE CENTER OF ORANGE PARK"		0		0	"Y"	"Y"	2	0	0	
"FL"	"105930"	"VILLA HEALTH & REHABILITATION CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105935"	"CONSULATE HEALTH CARE OF PENSACOLA"		0		0	"N"	""	0	0	0	
"FL"	"105937"	"GOOD SAMARITAN SOCIETY-FLORIDA LUTHERAN"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105939"	"PALMETTO SUBACUTE CARE CENTER"		3		0	"Y"	"Y"	11	3	0	
"FL"	"105949"	"FLORIDA PRESBYTERIAN HOMES INC"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105951"	"BRANDON HEALTH AND REHABILITATION CENTER"		0		0	"N"	""	0	0	0	
"FL"	"105952"	"GRAND OAKS HEALTH AND REHABILITATION CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105955"	"HARBORCHASE OF VENICE"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105959"	"KR AT COLLEGE HARBOR"		0		0	"Y"	"Y"	1	0	0	
"FL"	"105960"	"SOLARIS HEALTHCARE WINDERMERE"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105961"	"SHANDS JACKSONVILLE MEDICAL CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105962"	"LIFE CARE CENTER AT WELLS CROSSING"		0		0	"Y"	"Y"	2	0	0	
"FL"	"105963"	"LAFAYETTE NURSING AND REHABILITATION CENTER"		0		0	"Y"	"Y"	1	0	0	
"FL"	"105965"	"MANORCARE HEALTH SERVICES"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105966"	"SHELL POINT NURSING PAVILION"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105967"	"SOLARIS HEALTHCARE LAKE BENNET"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105968"	"VI AT LAKESIDE VILLAGE"		0		0	"Y"	"Y"	1	0	0	
"FL"	"105970"	"SIGNATURE HEALTHCARE AT THE COURTYARD"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105972"	"MARTIN NURSING AND REHABILITATION"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105974"	"LIFE CARE CENTER OF ORLANDO"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105975"	"COMMUNITY HEALTH AND REHABILITATION CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105978"	"GULF SHORE CARE CENTER"		4		3	"Y"	"Y"	42	1	4	
"FL"	"105979"	"SOLARIS HEALTHCARE COCONUT CREEK"		0		0	"Y"	"Y"	4	0	0	
"FL"	"105980"	"LAKESIDE NURSING AND REHABILITATION CENTER"		0		0	"Y"	"Y"	1	0	0	
"FL"	"105982"	"CONSULATE HEALTH CARE OF PORT CHARLOTTE"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105983"	"CONSULATE HEALTH CARE OF SARASOTA"		4		0	"Y"	"Y"	0	4	0	
"FL"	"105985"	"PALMS REHABILITATION AND HEALTHCARE CENTER, THE"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105986"	"ADVENTHEALTH CARE CENTER ZEPHYRHILL NORTH"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105987"	"HUNTERS CREEK NURSING AND REHAB CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105995"	"HARBORCHASE OF NAPLES"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105996"	"SPRING HILL HEALTH AND REHABILITATION CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105998"	"CONSULATE HEALTH CARE OF WINTER HAVEN"		0		0	"Y"	"Y"	0	0	0	
"FL"	"105999"	"LIFE CARE CENTER OF OCALA"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106000"	"EVANS HEALTH CARE"		0		0	"N"	""	0	0	0	
"FL"	"106002"	"WEDGEWOOD HEALTHCARE CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106003"	"LADY LAKE SPECIALTY CARE CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106005"	"MANORCARE HEALTH SERVICES"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106006"	"BALDOMERO LOPEZ MEMORIAL VETERANS NURSING HOME"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106007"	"FLORIDEAN NURSING AND REHABILITATION CENTER, THE"		6		2	"Y"	"Y"	0	4	6	
"FL"	"106008"	"OSPREY POINT NURSING CENTER"		1		1	"Y"	"Y"	0	0	1	
"FL"	"106009"	"CROSS CITY NURSING AND REHABILITATION CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106011"	"CONSULATE HEALTH CARE OF KISSIMMEE"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106012"	"LIFE CARE CENTER OF PORT SAINT LUCIE"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106013"	"CHATSWORTH AT PGA NATIONAL"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106015"	"BRIGHTON GARDENS OF TAMPA"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106017"	"BRADENTON HEALTH CARE"		19		0	"Y"	"Y"	8	19	8	
"FL"	"106018"	"GLADES HEALTH CARE CENTER"		6		0	"Y"	"Y"	11	6	3	
"FL"	"106019"	"LODGE AT CYPRESS COVE, THE"		1		0	"Y"	"Y"	1	1	0	
"FL"	"106020"	"MANORCARE HEALTH SERVICES"		1		0	"Y"	"Y"	1	1	1	
"FL"	"106021"	"PONCE PLAZA NURSING & REHABILITATION CENTER"		3		0	"Y"	"Y"	0	3	3	
"FL"	"106022"	"BROOKDALE PALMER RANCH SNF"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106024"	"ADVENTHEALTH CARE CENTER ORLANDO NORTH"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106025"	"LIFE CARE CENTER OF SARASOTA"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106027"	"AVANTE AT ORLANDO INC"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106028"	"SHOAL CREEK REHABILITATION CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106029"	"LAKE MARY HEALTH AND REHABILITATION CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106030"	"WESTMINSTER POINT PLEASANT"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106031"	"VICTORIA NURSING & REHABILITATION CENTER, INC."		1		1	"Y"	"Y"	0	0	1	
"FL"	"106032"	"MAGNOLIA HEALTH AND REHABILITATION CENTER"		1		0	"Y"	"Y"	0	1	1	
"FL"	"106033"	"ST PETERSBURG NURSING & REHABILITATION"		2		2	"Y"	"Y"	44	0	2	
"FL"	"106034"	"JACKSON PLAZA NURSING AND REHABILITATION CENTER"		5		5	"Y"	"Y"	16	0	5	
"FL"	"106035"	"INN AT SARASOTA BAY CLUB"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106036"	"GROVE HEALTH & REHABILITATION CENTER, THE"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106038"	" NININGER STATE VETERANS NURSING"		19		0	"Y"	"Y"	77	19	7	
"FL"	"106040"	"WESTMINSTER ST AUGUSTINE"		0		0	"N"	""	0	0	0	
"FL"	"106041"	"HARBOURWOOD CARE CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106042"	"FREEDOM SQUARE REHABILITATION & NURSING SERVICES"		5		5	"Y"	"Y"	0	0	5	
"FL"	"106043"	"RIVERCHASE HEALTH AND REHABILITATION CENTER"		1		0	"Y"	"Y"	24	1	1	
"FL"	"106045"	"BRYNWOOD HEALTH AND REHABILITATION CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106046"	"TERRACE HEALTH & REHABILITATION CENTER"		0		0	"Y"	"Y"	1	0	0	
"FL"	"106047"	"LIFE CARE CENTER OF INVERRARY"		0		0	"Y"	"Y"	3	0	0	
"FL"	"106048"	"PRUITTHEALTH - SANTA ROSA"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106049"	"LIFE CARE CENTER OF NEW PORT RICHEY"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106050"	"LUTHERAN HAVEN NURSING HOME"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106051"	"SOUTHERN OAKS CARE CENTER"		6		0	"Y"	"Y"	95	6	5	
"FL"	"106052"	"HAVEN OF OUR LADY OF PEACE"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106053"	"SUNNYSIDE NURSING HOME"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106054"	"LAKESIDE NEUROLOGIC"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106055"	"NORTHWEST FLORIDA COMMUNITY HOSPITAL (SNU)"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106056"	"CLIFFORD CHESTER SIMS STATE VETERANS NURSING HOME"		0		0	"Y"	"Y"	1	0	0	
"FL"	"106057"	"LIFE CARE CENTER OF ESTERO"		6		0	"Y"	"Y"	20	6	5	
"FL"	"106058"	"WOODLAND GROVE HEALTH & REHABILITATION CENTER"		0		0	"Y"	"Y"	2	0	0	
"FL"	"106059"	"DOUGLAS JACOBSON STATE VETERANS NURSING HOME"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106060"	"LIFE CARE CENTER OF PALM BAY"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106061"	"RIDGECREST NURSING AND REHABILITATION CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106062"	"BENTLEY CARE CENTER"		3		0	"Y"	"Y"	6	3	3	
"FL"	"106063"	"GLENRIDGE ON PALMER RANCH INC."		0		0	"Y"	"Y"	0	0	0	
"FL"	"106064"	"LIFE CARE CENTER OF JACKSONVILLE"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106065"	"ISLE HEALTH & REHABILITATION CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106066"	"OAK HAMMOCK AT THE UNIVERSITY OF FLORIDA INC"		2		0	"Y"	"Y"	10	2	0	
"FL"	"106067"	"NURSING CENTER AT LA POSADA, THE"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106068"	"LAKEVIEW TERRACE REHAB AND HEALTH CARE CENTER"		0		0	"N"	""	0	0	0	
"FL"	"106069"	"GRACE HEALTHCARE OF LAKE WALES"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106070"	"DESOTO HEALTH AND REHAB"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106072"	"VILLAGE PLACE HEALTH AND REHABILITATION CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106073"	"LIFE CARE CENTER OF PENSACOLA"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106074"	"KEYSTONE REHABILITATION AND HEALTH CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106075"	"GRACE REHABILITATION CENTER OF VERO BEACH"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106076"	"VI AT AVENTURA"		1		0	"Y"	"Y"	1	1	1	
"FL"	"106077"	"MOOSEHAVEN"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106079"	"TRINITY REGIONAL REHAB CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106080"	"VILLA MARIA WEST SKILLED NURSING FACILITY"		1		0	"Y"	"Y"	1	1	1	
"FL"	"106081"	"ST JAMES HEALTH AND REHABILITATION CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106083"	"FREEDOM POINTE AT THE VILLAGES REHABILITATION AND"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106084"	"AVANTE AT OCALA, INC"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106085"	"BAY VILLAGE OF SARASOTA"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106086"	"ASTORIA HEALTH AND REHABILITATION CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106088"	"CLYDE E LASSEN STATE VETERANS NURSING HOME"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106089"	"KEY WEST HEALTH AND REHABILITATION CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106090"	"BENDERSON FAMILY SKILLED NURSING AND REHAB CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106091"	"ADDINGTON PLACE AT WELLINGTON GREEN"		0		0	"N"	""	0	0	0	
"FL"	"106092"	"CRYSTAL HEALTH AND REHAB CENTER, LLC"		0		0	"N"	""	0	0	0	
"FL"	"106093"	"KR AT HILLSBOROUGH LAKES"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106094"	"RIVIERA HEALTH RESORT"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106095"	"CLUB HEALTH AND REHABILITATION CENTER AT THE VILLA"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106096"	"PAVILION FOR HEALTH CARE, THE"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106097"	"FLORIDA BAPTIST RETIREMENT CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106098"	"HAWTHORNE HEALTH AND REHAB OF SARASOTA"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106099"	"VILLAGES REHABILITATION AND NURSING CENTER (THE)"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106100"	"UNIVERSITY PLAZA REHABILITATION AND NURSING CENTER"		5		1	"Y"	"Y"	0	4	5	
"FL"	"106101"	"STEWARD SEBASTIAN RIVER MEDICAL CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106102"	"SARASOTA POINT REHABILITATION CENTER"		10		10	"Y"	"Y"	0	0	10	
"FL"	"106103"	"GULFPORT REHABILITATION CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106104"	"RENAISSANCE AT THE TERRACES"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106105"	"SKYTOP VIEW REHABILITATION CENTER"		0		0	"N"	""	0	0	0	
"FL"	"106106"	"GLADES WEST REHABILITATION AND NURSING C"		0		0	"Y"	"Y"	3	0	0	
"FL"	"106108"	"THE ARLINGTON OF NAPLES, INC,"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106109"	"KINDRED HOSPITAL SOUTH FLORIDA HOLLYWOOD"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106110"	"CHILDRENS COMPREHENSIVE CARE CENTER INC"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106111"	"HEALTH CENTER AT SINAI RESIDENCES"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106112"	"TAMPA LAKES HEALTH AND REHABILITATION CENTER"		0		0	"N"	""	0	0	0	
"FL"	"106113"	"LEE MEMORIAL HOSPITAL SKILLED NURSING UNIT"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106114"	"BUFFALO CROSSING HEALTHCARE AND REHABILITATION CEN"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106115"	"BRIDGEWATER PARK HEALTH & REHABILITATION CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106116"	"BARDMOOR OAKS HEALTHCARE AND REHABILITATION CENTE"		1		0	"Y"	"Y"	0	1	1	
"FL"	"106117"	"OLIVE BRANCH HEALTH AND REHAB CENTER"		0		0	"Y"	"Y"	1	0	0	
"FL"	"106118"	"WESTMINSTER BALDWIN PARK"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106119"	"ADVENTHEALTH CARE CENTER WATERMAN"		0		0	"N"	""	0	0	0	
"FL"	"106120"	"SCOTT LAKE HEALTH AND REHABILITATION CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106121"	"PRUITTHEALTH - PANAMA CITY"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106122"	"GULF COAST MEDICAL CENTER SKILLED NURSING UNIT"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106123"	"VIERA DEL MAR HEALTH AND REHABILITATION CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106124"	"PRUITTHEALTH - FLEMING ISLAND"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106125"	"ADVENTHEALTH DADE CITY"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106126"	"REHABILITATION CENTER OF LAKE CITY, THE"		0		0	"Y"	"Y"	3	0	0	
"FL"	"106127"	"ADVENTHEALTH CARE CENTER CELEBRATION"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106128"	"FAIR HAVENS CENTER"		28		20	"Y"	"Y"	4	8	28	
"FL"	"106129"	"GARDENS AT TERRACINA HEALTH & REHABILITATION"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106130"	"ORLANDO HEALTH CENTER FOR REHABILITATION"		0		0	"Y"	"Y"	0	0	0	
"FL"	"106131"	"GOLDEN GLADES NURSING AND REHABILITATION CENTER"		7		3	"Y"	"Y"	30	4	7	
"FL"	"106132"	"SOUTH DADE NURSING AND REHABILITATION CENTER"		1		1	"Y"	"Y"	2	0	1	
"FL"	"106133"	"NORTH DADE NURSING AND REHABILITATION CENTER"		9		6	"Y"	"Y"	5	3	9	
"FL"	"106134"	""		0		0	"Y"	"Y"	0	0	0	
"FL"	"106135"	""		0		0	"N"	""	0	0	0	
"FL"	"106136"	""		0		0	"Y"	"Y"	0	0	0	
"FL"	"106137"	""		0		0	"Y"	"Y"	0	0	0	
"FL"	"106138"	""		0		0	"N"	""	0	0	0	
"FL"	"106139"	""		0		0	"Y"	"Y"	0	0	0	
"FL"	"686123"	"KENDALL LAKES HEALTH AND REHABILITATION CENTER"		0		0	"Y"	"Y"	0	0	0	
"FL"	"686124"	"HARMONY HEALTH CENTER"		0		0	"Y"	"Y"	2	0	0	
"GA"	"115002"	"A.G. RHODES HOME WESLEY WOODS"	20	3	20	3	"N"	""	0	0	3	20
"GA"	"115004"	"MAGNOLIA MANOR METHODIST NSG C"	36	7	23	0	"Y"	"Y"	13	7	7	36
"GA"	"115005"	"PARK PLACE NURSING FACILITY"	67	8	1	1	"Y"	"Y"	66	7	8	67
"GA"	"115012"	"NORTH DECATUR HEALTH AND REHABILITATION CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115020"	"BELL MINOR HOME, THE"	2	0	1	0	"Y"	"Y"	1	0	0	2
"GA"	"115022"	"WILLIAM BREMAN JEWISH HOME, THE"	10	5	0	2	"Y"	"Y"	10	3	5	10
"GA"	"115025"	"GLENWOOD HEALTH AND REHABILITATION CENTER"	4	0	0	0	"Y"	"Y"	4	0	0	4
"GA"	"115039"	"MILLER NURSING HOME"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115040"	"CENTER FOR ADVANCED REHAB AT PARKSIDE, THE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115044"	"AZALEA HEALTH AND REHABILITATION CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115045"	"MAGNOLIA MANOR OF COLUMBUS NURSING CENTER - WEST"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115090"	"BROWN HEALTH AND REHABILITATION"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115099"	"HABERSHAM HOME"	68	10	0	1	"Y"	"Y"	68	9	10	55
"GA"	"115104"	"NHC HEALTHCARE ROSSVILLE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115106"	"EFFINGHAM CARE & REHABILITATION CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115110"	"SIGNATURE HEALTHCARE OF BUCKHEAD"	52	3	1	0	"Y"	"Y"	51	3	1	52
"GA"	"115115"	"SIGNATURE HEALTHCARE AT TOWER ROAD"	37	11	36	10	"Y"	"Y"	1	1	11	37
"GA"	"115120"	"SIGNATURE HEALTHCARE OF SAVANNAH"	28	6	9	4	"Y"	"Y"	19	2	6	28
"GA"	"115124"	"MAGNOLIA MANOR OF COLUMBUS NURSING CENTER - EAST"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115129"	"NURSE CARE OF BUCKHEAD"	56	2	16	1	"Y"	"Y"	40	1	2	56
"GA"	"115132"	"ABERCORN REHABILITATION CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115138"	"NEWNAN HEALTH AND REHABILITATION"	17	2	16	1	"Y"	"Y"	1	1	2	17
"GA"	"115144"	"RIVERDALE CENTER FOR NURSING AND HEALING"	19	4	0	4	"Y"	"Y"	19	0	4	7
"GA"	"115145"	"ANDERSON MILL HEALTH AND REHABILITATION CENTER"	3	1	0	0	"Y"	"Y"	3	1	0	2
"GA"	"115146"	"ORCHARD VIEW REHABILITATION & SKILLED NURSING CTR"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115147"	"KENTWOOD NURSING FACILITY"	31	4	31	4	"Y"	"Y"	0	0	4	31
"GA"	"115150"	"AMARA HEALTHCARE & REHAB"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115206"	"SIGNATURE HEALTHCARE OF MARIETTA"	33	7	8	1	"Y"	"Y"	25	6	7	33
"GA"	"115246"	"MANOR CARE REHABILITATION CENTER - DECATUR"	36	1	7	0	"Y"	"Y"	29	1	1	36
"GA"	"115258"	"WELLSTAR PAULDING NURSING CTR"	3	0	0	0	"Y"	"Y"	3	0	0	3
"GA"	"115262"	"APPLING NURSING AND REHABILITATION PAVILION"	54	12	0	0	"Y"	"Y"	54	12	12	54
"GA"	"115264"	"CALHOUN NURSING HOME"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115265"	"HARBORVIEW SATILLA"	2	0	0	0	"Y"	"Y"	2	0	0	0
"GA"	"115266"	"MITCHELL COUNTY NURSING HOMES"	1	1	1	1	"Y"	"Y"	0	0	1	1
"GA"	"115270"	"DUNWOODY HEALTH AND REHABILITATION CENTER"	1	0	1	0	"Y"	"Y"	0	0	0	1
"GA"	"115271"	"EARLY MEMORIAL NURSING FACILITY"	43	19	43	14	"Y"	"Y"	0	5	19	43
"GA"	"115272"	"JOE-ANNE BURGIN NURSING HOME"	55	15	15	0	"Y"	"Y"	40	15	15	55
"GA"	"115273"	"DOUGLASVILLE NURSING AND REHABILITATION CENTER"	58	9	27	5	"Y"	"Y"	31	4	9	58
"GA"	"115275"	"A.G. RHODES HOME, INC, THE"	3	0	3	0	"N"	""	0	0	0	3
"GA"	"115276"	"PRUITTHEALTH - MARIETTA"	88	5	10	3	"Y"	"Y"	78	2	5	88
"GA"	"115277"	"FLORENCE HAND HOME"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115279"	"HIGH SHOALS HEALTH AND REHABILITATION"	38	4	0	0	"Y"	"Y"	38	4	4	38
"GA"	"115280"	"CHATSWORTH HEALTH CARE CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115283"	"MANOR CARE REHABILITATION CENTER - MARIETTA"	8	0	7	0	"Y"	"Y"	1	0	0	8
"GA"	"115287"	"CHULIO HILLS HEALTH AND REHAB"	2	1	0	0	"Y"	"Y"	2	1	0	2
"GA"	"115288"	"PRUITTHEALTH - MACON"	72	13	0	0	"Y"	"Y"	72	13	8	72
"GA"	"115289"	"COMER HEALTH AND REHABILITATION"	56	0	0	0	"Y"	"Y"	56	0	0	54
"GA"	"115290"	"PLACE AT DEANS BRIDGE, THE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115291"	"WINDERMERE HEALTH AND REHABILITATION CENTER"	76	11	5	5	"Y"	"Y"	71	6	11	76
"GA"	"115293"	"RESORTS AT POOLER INC"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115294"	"STEVENS PARK HEALTH AND REHABILITATION"	0	0	0	0	"Y"	"N"	0	0	0	0
"GA"	"115295"	"ZEBULON PARK HEALTH AND REHABILITATION"	1	1	0	0	"Y"	"Y"	1	1	1	1
"GA"	"115296"	"LENBROOK"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115298"	"FAIRBURN HEALTH CARE CENTER"	33	1	20	0	"Y"	"Y"	13	1	1	33
"GA"	"115304"	"PRUITTHEALTH - LAFAYETTE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115308"	"PLACE AT MARTINEZ, THE"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115313"	"PRUITTHEALTH - BROOKHAVEN"	13	1	12	1	"Y"	"Y"	1	0	1	13
"GA"	"115314"	"PRUITTHEALTH - AUSTELL"	66	3	66	0	"Y"	"Y"	0	3	3	66
"GA"	"115319"	"FIFTH AVENUE HEALTH CARE"	6	0	2	0	"Y"	"Y"	4	0	0	6
"GA"	"115321"	"WARRENTON HEALTH AND REHAB"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115322"	"BRIARWOOD HEALTH AND REHABILITATION CENTER"	60	8	25	8	"Y"	"Y"	35	0	8	60
"GA"	"115324"	"BAINBRIDGE HEALTH AND REHAB"	1	0	1	0	"Y"	"Y"	0	0	0	1
"GA"	"115325"	"PRUITTHEALTH - WASHINGTON"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115326"	"PRUITTHEALTH - MAGNOLIA MANOR"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115327"	"WILLOWWOOD HEALTHCARE AND REHABILITATION"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115329"	"HARBORVIEW HEALTH SYSTEMS THOMASTON"	47	16	0	0	"Y"	"Y"	47	16	15	30
"GA"	"115330"	"DELMAR GARDENS OF SMYRNA"	7	1	0	0	"Y"	"Y"	7	1	0	6
"GA"	"115334"	"PRUITTHEALTH - AUGUSTA"	1	0	0	0	"Y"	"Y"	1	0	0	1
"GA"	"115336"	"UNIVERSITY EXTENDED CARE/WESTW"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115338"	"MIONA GERIATRIC & DEMENTIA CENTER"	15	2	15	2	"Y"	"Y"	0	0	2	15
"GA"	"115339"	"PRUITTHEALTH - SAVANNAH"	8	1	0	0	"Y"	"Y"	8	1	1	4
"GA"	"115340"	"CALHOUN HEALTH CARE CENTER"	53	11	51	9	"Y"	"Y"	2	2	11	53
"GA"	"115341"	"RIDGEWOOD MANOR HEALTH AND REHABILITATION"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115343"	"BERRIEN NURSING CENTER"	0	0	0	0	"Y"	"Y"	0	0	0	0
"GA"	"115345"	"PRUITTHEALTH - TOCCOA"	5	1	0	0	"Y"	"Y"	5	1	1	5
"GA"	"115346"	"BOLINGREEN HEALTH AND REHABILITATION"	4	0	0	0	"Y"	"Y"	4	0	0	3
"GA"	"115347"	"LIFE CARE CENTER OF GWINNETT"	59	18	0	0	"Y"	"Y"	59	18	17	58
"GA"	"115348"	"ETOWAH LANDING"	0	0	0	0	"Y"	"Y"	0	0	0	0
